name_2020,migration_net,population,male_20_34_p,enrolled_9_12_p,enrolled_college_p,enrolled_grad_p,occ_com_sci_math_p,occ_eng_p,mult_desktop_laptop_p,inc_50_74,inc_75_99,inc_100_149,inc_150_199,median_income,mean_income
"Mount Vernon, OH Micro Area",436,61776,9.15,4.61,7.89,0.68,0.6,0.89,28.25,21.8,16.5,14.5,4.3,61590,71731
"Mountain Home, AR Micro Area",349,41673,6.73,4.13,3.09,0.54,0.7,0.52,33.99,20.6,9.9,7.9,3.4,43504,61420
"Mountain Home, ID Micro Area",582,27043,14.87,4.57,5.18,0.85,0.68,0.74,31.88,18.5,12.6,8.8,3.4,45656,57932
"Muncie, IN Metro Area",897,114461,12.47,4.25,14.06,1.56,0.94,0.42,30.32,18.4,12.1,10.8,2.3,45910,60910
"Murray, KY Micro Area",351,38991,11.8,3.63,15.89,1.79,1,0.9,31.56,17.4,10.8,9.7,3.5,41841,58632
"Muscatine, IA Micro Area",-165,42703,9.37,5.67,3.15,0.71,0.22,1.41,28.05,19.2,15.5,16.3,5.5,60435,78068
"Muskegon, MI Metro Area",-144,173679,9.83,5.33,3.55,0.42,0.66,0.87,26.49,20.5,13.8,13.2,3.2,53478,68850
"Muskogee, OK Micro Area",175,68451,9.71,4.97,4.46,0.96,0.47,0.44,24.48,18.1,9.4,10.4,3.3,41633,58370
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",-238,481489,7.67,4.1,4,0.57,0.67,0.98,31.66,20.7,12.8,12.7,3.9,53832,70873
"Nacogdoches, TX Micro Area",-43,65080,11.92,5.32,15.34,1.01,0.36,0.34,25.93,17.4,10.2,10.5,3.4,44507,65961
"Napa, CA Metro Area",-178,138572,9.4,5.32,5.91,1.02,0.72,1.5,30.05,14.4,11.9,18.6,11.8,92219,129566
"Naples-Marco Island, FL Metro Area",1633,379345,7.5,4.1,3.55,0.74,0.92,2.34,32,17.2,13,14.5,7.7,70217,114375
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",11719,1904186,10.89,5.2,4.67,1.49,1.14,1.48,30.84,18.7,14,16.8,6.9,68406,93607
"Natchez, MS-LA Micro Area",-192,50636,10.64,5.44,3.39,0.44,0.3,0.3,21.08,13.3,7.9,7,2.8,31653,50089
"Natchitoches, LA Micro Area",843,38505,11.46,4.89,12.22,0.44,0.38,0.15,21.17,11.9,6.6,10,2.7,30625,49883
"New Bern, NC Metro Area",-375,124416,12.1,4.24,4.65,0.74,0.54,1.32,29.67,18.1,13.5,12.6,4.1,52345,68952
"New Castle, IN Micro Area",-323,48158,10.59,5.46,2.75,0.24,0.39,0.61,27.09,21.4,13.4,11.9,3.2,51104,64539
"New Castle, PA Micro Area",-78,86148,8.59,4.71,3.71,0.56,0.74,0.67,30.71,18,12.7,12.1,4.4,50080,66925
"New Haven-Milford, CT Metro Area",1105,855733,10.13,5.31,6.18,1.94,1.09,1.71,30.27,16.3,12.6,16.6,8.9,71370,97361
"New Orleans-Metairie, LA Metro Area",-2910,1271651,9.99,4.92,4.78,1.36,0.7,1.42,27.8,16.8,11.7,13.3,6.2,54388,78882
"New Philadelphia-Dover, OH Micro Area",801,92165,8.91,5.1,2.23,0.74,0.35,0.8,27.6,20.2,14.1,14.2,3.3,54451,66377
"New Ulm, MN Micro Area",-291,25076,8.97,5.08,5.64,0.43,0.37,0.49,32.47,20.5,15.4,17.8,3.2,59804,72081
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",-11120,19261570,10.47,4.97,5.35,1.66,1.63,2.01,29.55,13.7,11.5,16.7,9.9,81951,120401
"Newberry, SC Micro Area",-357,38329,9.15,5.44,5.26,0.93,0.36,0.9,24.27,18.1,10.9,11.4,3.1,46038,63784
"Newport, OR Micro Area",395,49336,6.76,3.89,2.26,1.26,0.46,1.29,35.69,21.7,11.1,11.4,3.4,50775,67116
"Newport, TN Micro Area",-240,35797,7.63,4.88,2.16,0.05,0.26,0.43,21.08,18.7,9.7,6.1,2.2,38530,51652
"Niles, MI Metro Area",1103,153797,8.91,5.09,3.72,1.26,0.64,1.63,29.82,17.4,12.2,12.8,5,52500,73676
"Nogales, AZ Micro Area",210,46594,8.82,6.98,3.52,0.6,0.21,1.64,22.98,16.6,10.4,9.3,3.1,41424,62101
"Norfolk, NE Micro Area",-146,48101,9.48,5.12,4.41,1,0.3,0.59,30.23,19.7,13.4,13.6,4.4,54304,70734
"North Platte, NE Micro Area",-125,36358,8.3,5.31,3.43,0.73,0.23,0.38,29.66,20.3,14.7,15.1,5,59536,73370
"North Port-Sarasota-Bradenton, FL Metro Area",3491,821613,6.92,3.9,3.25,0.64,0.89,1.81,34,18.5,13,15.1,5.9,62438,92253
"North Vernon, IN Micro Area",155,27639,9.15,5.48,4.19,0.72,0.2,0.5,27.71,22.8,16.8,16,3.6,61610,71438
"North Wilkesboro, NC Micro Area",-376,68341,8.45,4.9,3.21,0.42,0.69,0.34,29.64,19.1,11.3,8.7,3.2,44980,59842
"Norwalk, OH Micro Area",-214,58271,9.32,5.36,2.93,0.44,0.4,0.63,29.51,20.9,14.4,14.5,3.8,55041,66728
"Norwich-New London, CT Metro Area",190,266868,11.26,5.31,4.81,1.16,1,2.85,33.12,17.5,13.4,18.5,9.5,75831,99719
"Oak Harbor, WA Micro Area",280,84187,11.52,3.31,3.72,0.83,0.69,2.04,37.31,20.3,15.3,17.3,7.8,70765,92083
"Ocala, FL Metro Area",1969,360210,7.86,4.39,3.17,0.64,0.48,0.96,30.8,19.3,11.3,9.8,3.2,46587,64245
"Ocean City, NJ Metro Area",-92,92701,8.05,3.97,3.09,0.83,0.84,1.19,36.07,17.3,13.8,16.7,8.2,72385,99103
"Odessa, TX Metro Area",34,162067,12.73,5.92,4.17,0.75,0.26,0.79,21.53,17.7,12.9,16.6,8.4,63096,83130
"Ogden-Clearfield, UT Metro Area",1227,672948,10.69,6.63,5.41,1,1.01,1.56,27.83,19.4,17.1,21.2,8.4,78680,94487
"Ogdensburg-Massena, NY Micro Area",363,108352,10.86,4.06,10.07,1.11,0.71,1.06,28.1,18.2,12.7,14.4,3.8,52071,67385
"Oil City, PA Micro Area",-181,51355,7.95,4.35,1.96,0.36,0.44,0.81,30.58,20.8,12.9,12.4,3.9,51405,64831
"Okeechobee, FL Micro Area",-90,41611,9.73,4.94,2.93,0.43,0.41,0.32,23.28,17.2,9.7,11.3,3.3,46097,63077
"Oklahoma City, OK Metro Area",3937,1397040,11.17,5.15,5.72,1.43,0.82,1.2,28.58,18.8,13.2,14.8,5.8,60476,82061
"Olean, NY Micro Area",-107,76750,8.69,5.37,4.22,0.49,0.46,0.64,28.07,19.7,13.4,12.1,3.3,50700,63618
"Olympia-Lacey-Tumwater, WA Metro Area",2987,284698,10.34,4.76,5.05,1.07,1.23,1.5,33.85,17.6,16,20.4,7.8,75867,90625
"Omaha-Council Bluffs, NE-IA Metro Area",-712,940163,10.46,5.62,4.92,1.81,1.3,1.17,31.45,18.4,14.3,17.5,7.6,69439,90823
"Oneonta, NY Micro Area",242,59593,10.31,4.12,10.99,0.84,0.81,0.57,30.53,19.8,13.5,14.6,4.7,56171,72963
"Ontario, OR-ID Micro Area",353,54337,11.04,6.02,2.92,0.35,0.11,0.69,24.64,20,10.1,13.2,1.7,48198,63677
"Opelousas, LA Micro Area",-447,82786,9.12,5.78,2.68,0.28,0.13,0.33,20.16,14.9,10,10.9,2.9,40859,55375
"Orangeburg, SC Micro Area",-611,86953,8.85,5.53,6.44,1.29,0.4,0.37,23.42,15.4,9.5,7.8,2.1,36802,51250
"Orlando-Kissimmee-Sanford, FL Metro Area",11575,2560260,11.08,5.06,6.33,1.43,1.07,2.05,29.3,18.9,13.3,15,5.8,61229,83866
"Oshkosh-Neenah, WI Metro Area",1822,170924,11.55,4.78,7.5,0.88,0.69,1.46,32.87,19.6,14.3,15.6,4.9,59947,78117
"Oskaloosa, IA Micro Area",-420,22351,9.39,5.22,4.15,1.1,0.35,0.55,27.99,20.1,16,15.3,2.8,56417,69459
"Othello, WA Micro Area",-290,19702,10.89,6.67,1.87,0.25,0.05,0.3,17.29,20.5,13.6,11.1,4.1,51601,65745
"Ottawa, IL Micro Area",2,147596,9.24,5.28,3.25,0.6,0.39,0.78,30.5,20.1,13.5,15.4,5.2,59448,73349
"Ottawa, KS Micro Area",-244,25643,8.87,5.47,3.95,0.87,0.4,0.46,26.88,19.7,14.9,14,3.2,55873,66777
"Ottumwa, IA Micro Area",-718,35102,9.78,4.82,5.1,0.93,0.39,0.61,28.31,19.2,10.2,12.1,3.6,46433,60752
"Owatonna, MN Micro Area",177,36710,9.25,5.52,3.05,0.71,0.73,0.4,31.61,17.9,15.5,18.8,6.3,68172,84556
"Owensboro, KY Metro Area",-628,118951,8.95,5.25,3.47,0.81,0.59,0.82,27.68,18.5,13.6,14.6,4.3,54946,73321
"Oxford, MS Micro Area",-85,54059,14.59,3.62,20.41,2.29,1.08,0.94,27.71,18.2,11.1,11.7,7,53318,77990
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",-645,845599,10.35,5.74,6.32,0.99,1.09,2.1,26.85,14.4,14.1,19.3,11.1,89295,117576
"Ozark, AL Micro Area",1017,49293,10.85,4.92,3.65,0.47,0.54,0.7,25.73,17.9,12.2,10.6,3.1,45644,59235
"Paducah, KY-IL Micro Area",-721,96612,8.22,4.77,3.2,0.53,0.45,1.06,30.09,17.8,11.3,13.1,3.4,47811,67338
"Pahrump, NV Micro Area",-100,45514,7.41,3.45,1.7,0.32,0.54,0.77,30.45,20.9,12.6,10.2,3.4,47308,58105
"Palatka, FL Micro Area",-90,73784,8.57,5.08,2.76,0.65,0.34,0.66,25.51,19.2,7.9,7.7,2.3,40068,53721
"Palestine, TX Micro Area",155,57917,15.1,5.6,4.9,0.49,0.16,0.3,18.75,19.3,11.6,10.6,2.6,45847,61714
"Palm Bay-Melbourne-Titusville, FL Metro Area",1869,594001,8.55,4.55,4.64,1.09,1.39,3.61,33.32,19.4,12.2,14.9,5.7,59359,80759
"Pampa, TX Micro Area",-23,22847,11.04,5.16,2.12,0.69,0.46,0.62,23.43,20.2,11.6,13.7,5,54957,75105
"Panama City, FL Metro Area",-417,180076,10.38,4.71,4.42,0.96,0.85,1.79,31.81,20.4,14.6,12.1,5.4,56483,73774
"Paragould, AR Micro Area",388,45197,9.75,5.08,3.76,0.8,0.28,0.42,26.16,20.5,12.4,13.3,2,50083,61175
"Paris, TN Micro Area",-352,32251,7.65,4.47,2.68,0.44,0.21,0.3,26.07,16.7,8.9,9.9,3.6,41037,58142
"Paris, TX Micro Area",-254,49705,8.91,5.6,3.38,0.47,0.44,0.65,24.93,19.3,11.6,11,4,48036,60056
"Parkersburg-Vienna, WV Metro Area",-103,90151,8.23,4.84,3.21,0.73,0.5,0.98,29.48,18.5,12,11.3,3.9,48369,64294
"Parsons, KS Micro Area",27,19938,9.2,5.04,2.98,0.29,0.17,0.45,28.42,21,12,10.8,1.3,47922,59316
"Payson, AZ Micro Area",314,53846,7.34,3.88,2.61,0.43,0.38,1.3,27.98,18.5,12.9,9.7,3.7,46907,61525
"Pearsall, TX Micro Area",1305,20013,21.07,8.17,3.98,0.32,0.27,0.08,11.25,17.1,14.4,12.3,2.8,48708,68141
"Pecos, TX Micro Area",297,15663,15.3,4.69,3.52,0.57,0.36,0.07,15.19,17.9,13.5,9.6,11,60532,70075
"Pella, IA Micro Area",10,33193,9.08,4.89,5.73,0.57,0.62,1.93,30.11,21.3,14.4,17.9,4.8,64136,82994
"Pensacola-Ferry Pass-Brent, FL Metro Area",2928,496278,11.34,4.59,5.53,1.02,0.96,1.29,30.63,19.1,13.5,14.6,5.3,58759,77111
"Peoria, IL Metro Area",-1461,403747,9.28,5.08,4.5,0.87,0.82,2,29.64,19,13.3,14.9,6.3,60094,79932
"Peru, IN Micro Area",333,35684,11.36,6.04,4.76,0.26,0.34,0.31,25.86,20.8,13.1,11.7,2.7,50616,62348
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",11743,6092403,10.31,5.07,5.16,1.74,1.34,1.99,30.47,15.5,12.5,17,9.1,74825,103846
"Phoenix-Mesa-Chandler, AZ Metro Area",22716,4860338,10.84,5.43,5.09,1.22,1.1,1.9,29.85,18.6,13.6,16.5,6.9,67068,91834
"Picayune, MS Micro Area",34,55512,8.97,4.62,4.95,0.46,0.23,0.53,27.68,17.7,12.2,14.1,4.5,51538,65406
"Pierre, SD Micro Area",-236,20618,7.5,4.49,0.62,0.28,0.86,1.49,34.2,16.8,18.2,18.2,6.4,69868,82540
"Pine Bluff, AR Metro Area",533,89464,11.57,5.62,4.99,0.83,0.43,0.25,20.84,18.6,9.8,8.9,2.8,41856,57040
"Pinehurst-Southern Pines, NC Micro Area",941,99263,7.77,4.78,3.92,1.19,0.87,1.86,32.59,17.2,15.2,15.7,5.1,63324,86394
"Pittsburg, KS Micro Area",810,38874,13.2,4.55,12.33,1.3,0.33,0.32,29.75,15,11.6,11,2.1,42615,57109
"Pittsburgh, PA Metro Area",-1019,2324447,9.8,4.43,4.57,1.49,1.44,2.21,33.53,17.7,13,15.6,6.4,61969,84195
"Pittsfield, MA Metro Area",-217,125927,8.7,4.31,5.9,0.78,1.04,1.49,34.48,17.6,13.3,15.3,6.6,62166,83739
"Plainview, TX Micro Area",562,33463,12.27,6.39,5.02,0.33,0.2,0.49,18.37,19.8,12.9,9.7,4,47500,59986
"Platteville, WI Micro Area",221,51570,12.62,4.73,12.9,0.65,0.81,0.98,29.02,19.4,15,13.5,3.9,54144,67615
"Plattsburgh, NY Micro Area",990,80320,12.23,4.5,7.17,0.72,0.74,0.55,31.13,21.2,13.2,14.5,6.4,59510,75442
"Plymouth, IN Micro Area",-528,46336,8.74,5.35,3.92,0.6,0.26,0.68,25.81,19.9,14.8,14.5,3.6,54207,68643
"Pocatello, ID Metro Area",-31,94377,10.7,5.72,6.73,1.54,0.47,1.17,29.31,19.6,12.4,12.4,4.7,51914,67650
"Point Pleasant, WV-OH Micro Area",-9,56695,8.48,5.04,3.06,0.57,0.32,0.56,25.17,19.4,11.7,11.1,4.8,50529,67633
"Ponca City, OK Micro Area",124,44074,9.5,5.09,3.58,0.29,0.57,0.87,26.68,19.9,12.3,9.3,3.7,47456,64038
"Ponce, PR Metro Area",0,220601,10.07,5.12,6.54,1.13,0.42,0.76,16.58,7.9,3,1.9,0.7,17827,28300
"Pontiac, IL Micro Area",-732,35757,9.74,5.76,2.19,0.46,0.42,0.35,29.52,19.8,14.5,15.9,4.8,58676,74008
"Poplar Bluff, MO Micro Area",-403,56054,8.75,5.69,3.46,0.54,0.18,0.2,23.22,18.8,10.1,7.8,1.4,41124,54475
"Port Angeles, WA Micro Area",533,76482,8.08,3.51,2.92,0.63,0.67,1.42,34.78,18.4,13.8,13.4,5.1,55090,70714
"Port Lavaca, TX Micro Area",95,21470,9.9,5.83,3.33,0.04,0.44,1.91,26.26,21.2,12.5,13.4,4.4,57170,71336
"Port St. Lucie, FL Metro Area",1791,481334,8.06,4.8,3.81,0.93,0.68,1.58,31.03,19.1,12.4,14.2,5.2,58039,82682
"Portales, NM Micro Area",179,18723,13.91,4.11,11.71,1.65,0.58,0.53,25.65,15.7,9.8,13.7,2.7,42917,56517
"Portland-South Portland, ME Metro Area",2911,536314,9.3,4.58,4.61,1.3,1.05,1.73,35.24,17.8,15.1,18.5,7.6,72552,92558
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",15112,2472774,10.74,4.88,4.9,1.35,1.38,2.58,33.53,17.2,13.6,19,9.1,77511,101594
"Portsmouth, OH Micro Area",-82,75441,10.14,5.33,3.72,0.42,0.38,0.29,25.71,15.6,11.6,10.4,3.3,41866,58470
"Pottsville, PA Micro Area",-1033,141935,9.59,5.1,2.38,0.66,0.42,0.59,29.62,19.3,14.2,13.2,4.1,53703,66326
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",-2842,675601,10.12,5.81,6.29,1.03,1.11,1.4,28.73,14.9,12.9,19.1,10.4,81331,105407
"Prescott Valley-Prescott, AZ Metro Area",170,232396,7.03,3.65,5.16,0.69,0.72,1.1,35.3,20.8,12.2,12.2,3.8,53329,70548
"Price, UT Micro Area",-115,20401,8.94,5.71,4.51,0.56,0.14,0.67,29.23,22.6,12.2,11.4,2.9,50328,59112
"Prineville, OR Micro Area",-442,23733,6.83,3.87,3,0.63,0.67,0.79,33.36,21.6,16.1,11.6,5.5,59000,70209
"Providence-Warwick, RI-MA Metro Area",4991,1621099,10.34,4.75,6.46,1.4,0.98,1.65,30.27,15.7,13.2,18,8.3,70676,92573
"Provo-Orem, UT Metro Area",7170,633129,13.84,7.4,11.6,1.33,1.4,1.18,25.54,18.7,16,20.1,8.2,76864,96434
"Pueblo, CO Metro Area",-859,167412,9.87,5.28,4.61,0.81,0.76,0.7,27.36,18.9,11.8,11.9,4.2,49979,66079
"Pullman, WA Micro Area",61,49577,20.22,2.91,30.72,6.18,1.52,2.6,33.21,14,10.6,11.4,4.2,42288,62379
"Punta Gorda, FL Metro Area",-258,185926,6,3.18,3,0.43,0.74,1.75,34.48,20.8,12.3,11.3,4.3,52724,72650
"Quincy, IL-MO Micro Area",-274,75568,8.75,5.12,4.05,0.57,0.5,0.6,28.64,19.1,13.6,12.9,4.2,53700,72008
"Racine, WI Metro Area",847,195859,9.3,5.77,3.98,0.83,0.68,1.08,30.55,18.2,13.5,16.6,6.9,62556,81490
"Raleigh-Cary, NC Metro Area",10309,1362997,10.09,5.5,5.34,1.76,2.46,3.58,32.08,16.6,13.5,18.7,9.2,78706,104264
"Rapid City, SD Metro Area",1148,140653,10.74,4.69,4.49,1.11,0.6,1.73,31.16,19.5,14.3,14.5,4.5,59076,78148
"Raymondville, TX Micro Area",126,21419,15.97,7.14,3.93,0.13,0.03,0.16,14.5,16.5,12.5,8.2,2.5,37906,52956
"Reading, PA Metro Area",-278,419062,9.68,5.26,5.31,0.93,0.75,1.24,27.99,18,14.2,17.6,7,66154,85598
"Red Bluff, CA Micro Area",245,64176,9.12,6.28,4.34,0.42,0.33,0.68,27.32,16.5,12.8,10.9,4.4,48895,74237
"Red Wing, MN Micro Area",31,46330,8.29,5.39,3.06,0.89,0.71,1.08,32.7,18.5,15.4,17.8,7.8,69334,84516
"Redding, CA Metro Area",256,179267,9.31,4.96,4.97,0.98,0.37,0.84,30.84,17.6,13.5,13.3,6,57139,77167
"Reno, NV Metro Area",1533,468268,11.11,4.82,5.81,1.32,0.97,2.01,33.25,18.5,13.9,16.9,7.3,68214,93405
"Rexburg, ID Micro Area",-544,52836,18.65,6.36,22.66,0.92,0.53,0.71,26.94,18.7,10.3,13.5,2.4,48068,69688
"Richmond-Berea, KY Micro Area",403,106277,11.71,4.38,11.36,1.27,0.73,0.72,27.36,16.7,13.2,13,3.5,49162,65814
"Richmond, IN Micro Area",365,66176,9.34,4.62,4.46,0.54,0.23,0.4,28.63,19.2,11.5,11.3,2.8,47756,63284
"Richmond, VA Metro Area",5274,1282067,10.18,5.15,5.35,1.56,1.52,1.76,30.43,17.3,13.2,17.9,7.8,71223,98618
"Rio Grande City-Roma, TX Micro Area",-168,64032,11.07,7.36,5.29,0.65,0.17,0.14,12.33,12.2,6.3,7.3,1.8,30931,47271
"Riverside-San Bernardino-Ontario, CA Metro Area",15693,4600396,11.18,6.26,6.56,1.21,0.61,0.98,24.13,17.6,13.3,17,8,68331,89733
"Riverton, WY Micro Area",203,39711,8.85,5.05,2.61,1.27,0.21,0.81,27.26,19.6,14.2,13.2,3.6,54291,70214
"Roanoke Rapids, NC Micro Area",-23,70350,8.63,5.24,3.37,0.28,0.32,0.34,23.69,16.3,8.5,7.5,2.5,37061,52076
"Roanoke, VA Metro Area",-447,313289,8.74,4.68,4.2,0.94,0.71,1.28,29.58,19.4,12.6,14.6,4.9,57642,78277
"Rochelle, IL Micro Area",-440,50793,8.38,5.44,3.52,0.94,0.46,0.84,31.36,21.8,14,16,6.2,63643,76896
"Rochester, MN Metro Area",1866,219848,9.41,5.33,3.91,1.52,1.68,1.81,33.58,17.9,15.1,18.9,9.4,76787,99134
"Rochester, NY Metro Area",2332,1071784,10.07,4.93,6.03,1.42,1.37,1.99,31.87,17.9,13.1,16.1,6.4,61747,82434
"Rock Springs, WY Micro Area",217,43352,10.34,5.78,4.73,1.06,0.52,1.1,29.29,17.8,14.1,22,8.8,73384,87817
"Rockford, IL Metro Area",883,336928,9.06,5.84,4.01,0.94,0.54,1.31,29.72,18.9,12.5,14.9,5.5,56899,74998
"Rockingham, NC Micro Area",-136,44759,9.7,5.35,4.64,0.42,0.41,0.36,25.97,17.1,10.2,9.9,1.6,39051,52164
"Rockport, TX Micro Area",75,24220,5.93,6.34,2.8,0.69,0.55,1.62,31.47,16,8.5,13.5,5.2,47924,76672
"Rocky Mount, NC Metro Area",812,146356,8.9,5.09,4.39,1.01,0.56,0.61,25.73,18.3,10.5,11.3,3.4,46482,62490
"Rolla, MO Micro Area",-341,44587,13.39,4.45,13.13,3.31,0.85,2.66,32.34,18.1,10.3,11.1,3.7,44987,62126
"Rome, GA Metro Area",499,97805,9.65,5.06,5.82,0.66,0.5,0.53,25.66,17.9,11,14,3.7,50657,71122
"Roseburg, OR Micro Area",397,110015,8.03,4.17,2.86,0.44,0.34,0.86,31.43,20.1,11.8,11.8,3.8,50031,65190
"Roswell, NM Micro Area",394,64912,9.98,5.51,4.71,0.35,0.2,0.55,23.58,18.4,11.7,11.3,3.5,46254,62178
"Ruidoso, NM Micro Area",133,19640,8.22,3.89,3.68,0.36,0.55,0.45,30.52,18,7.6,14.3,3.1,44939,62893
"Russellville, AR Micro Area",121,85351,10.4,4.93,7.53,0.68,0.34,1.45,24.52,18.9,9.9,10.7,4.1,46373,66977
"Ruston, LA Micro Area",-463,47118,15.49,4.63,16.93,2.7,0.46,1.04,26.79,15,8.2,7.8,3.5,36496,56893
"Rutland, VT Micro Area",-592,58527,8.74,4.46,4.9,1,0.59,1.05,34.42,19.1,13.6,14.4,5.1,57176,71790
"Sacramento-Roseville-Folsom, CA Metro Area",11492,2338866,10.55,5.34,6.87,1.37,1.03,2.02,30.68,16.5,13,17.8,9.3,75533,100554
"Safford, AZ Micro Area",304,38304,12.82,5.86,5.11,0.44,0.34,0.42,19.82,21.3,14.9,13,3.6,55693,63550
"Saginaw, MI Metro Area",-637,191166,9.64,5.51,5.9,0.8,0.48,1.2,28.92,19.3,10.6,12.1,4,49565,68757
"Salem, OH Micro Area",-652,102514,8.76,4.8,3.1,0.48,0.46,0.53,27.45,18.5,14.5,11.7,2.9,49407,63446
"Salem, OR Metro Area",326,428472,10.62,5.38,4.88,0.83,0.67,0.79,28.5,19.6,13.9,16.4,6.2,62539,80435
"Salina, KS Micro Area",508,60160,9.72,5.34,3.98,0.78,0.5,0.88,29.36,20.2,12.2,13.4,3.9,52287,70658
"Salinas, CA Metro Area",1741,432977,11.26,6.41,6.2,1.25,0.71,1.01,22.8,17.5,14.7,17.1,8.3,76943,104485
"Salisbury, MD-DE Metro Area",1165,411137,8.82,4.57,5.45,0.93,0.79,1,30.65,18.8,13.5,15.7,6.2,62799,84276
"Salt Lake City, UT Metro Area",5888,1215955,11.89,6.18,5.52,1.5,1.36,1.79,28.94,18.8,15,19.8,8.5,77102,99517
"San Angelo, TX Metro Area",111,121472,12.38,5.17,6.81,0.94,0.62,0.45,26.28,18.9,12.3,15.4,5.1,57431,76019
"San Antonio-New Braunfels, TX Metro Area",8694,2510211,11.35,5.67,5.39,1.36,0.95,1.2,25.06,18.6,13,15.1,6.3,61437,83695
"San Diego-Chula Vista-Carlsbad, CA Metro Area",8706,3323970,12.84,4.98,7.35,1.56,1.62,2.95,29.49,15.8,12.7,18.4,10.1,82426,111241
"San Francisco-Oakland-Berkeley, CA Metro Area",16981,4709220,11.15,4.49,5.84,1.76,3.08,4.35,31.63,11.4,10.7,17.4,12.4,110837,154773
"San Germán, PR Metro Area",0,123319,8.84,4.98,6.02,0.56,0.55,0.51,10.89,7.7,2.8,1.8,0.4,16682,25076
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",11550,1985926,11.91,5.08,6.35,1.97,4.89,9.02,29.63,10.4,9.5,17.6,13.4,129343,172472
"San Juan-Bayamón-Caguas, PR Metro Area",0,2061555,9.66,4.93,6.33,1.26,0.65,1.18,17.05,11.5,5.1,3.7,1.2,23709,37373
"San Luis Obispo-Paso Robles, CA Metro Area",1101,282517,11.96,4.14,11.93,0.93,0.9,1.95,32.58,16.4,13.3,19.3,8.9,77948,100044
"Sandpoint, ID Micro Area",-34,44688,6.95,4.9,2.24,0.56,0.23,0.93,31.35,19.7,12.1,11.5,4.3,51594,68005
"Sandusky, OH Micro Area",-32,74419,8.61,5.16,3.45,1.08,0.33,0.88,32.15,19.1,12.7,15.2,5.4,58408,80256
"Sanford, NC Micro Area",-477,61083,8.78,5.64,4.59,0.5,0.49,0.91,27.02,21.3,11.8,11.5,4.7,52294,67740
"Santa Cruz-Watsonville, CA Metro Area",1663,273170,11.33,4.76,12.02,1.8,1.41,2.29,30.39,12.8,12.9,16.9,12.1,89986,123689
"Santa Fe, NM Metro Area",112,150319,8.31,4.16,4.02,1.01,0.84,1.96,33.25,18.2,12.7,13.7,6.3,60668,86441
"Santa Isabel, PR Micro Area",0,21474,9.42,4.97,5.29,0.97,0.06,0.86,15.12,9,3.1,1.8,0.1,20000,28288
"Santa Maria-Santa Barbara, CA Metro Area",654,444895,12.72,5,11.71,1.5,0.98,1.88,27.76,16.3,12.8,17.4,8.7,78925,111731
"Santa Rosa-Petaluma, CA Metro Area",185,496801,9.45,4.87,6.07,0.96,0.79,1.75,32.82,15.5,14.1,19.3,10.9,86173,113067
"Sault Ste. Marie, MI Micro Area",15,37418,12.68,4.07,6.46,0.84,0.47,1.03,28.52,22.3,11.8,10.5,3.3,50454,69958
"Savannah, GA Metro Area",2404,390211,11.5,5.08,6.74,1.86,0.67,1.57,29.2,17.8,14,15.3,6.1,60851,84276
"Sayre, PA Micro Area",-336,60721,8.32,4.89,2.09,0.64,0.6,0.94,30.49,20,12.7,13.1,3.8,52375,67528
"Scottsbluff, NE Micro Area",141,37827,8.88,5.34,2.81,1.06,0.32,0.73,28.47,20.6,11.9,12.7,3.6,53147,68293
"Scottsboro, AL Micro Area",-375,51765,8.54,4.86,3.03,0.73,0.37,0.76,23.45,18.8,9.3,11.7,2,42578,57723
"Scottsburg, IN Micro Area",229,23785,9.22,4.86,1.87,0.5,0.13,0.64,23.54,17.3,11.9,9.3,5.9,45123,58901
"Scranton--Wilkes-Barre, PA Metro Area",1381,554787,9.63,4.75,4.73,1.04,0.72,0.93,29.59,18.1,13.4,13.4,4.9,53853,71452
"Searcy, AR Micro Area",-211,78725,9.79,4.99,7.37,1.42,0.57,0.36,23.33,17.8,10.1,11.6,2.8,44000,61844
"Seattle-Tacoma-Bellevue, WA Metro Area",40806,3928498,12.01,4.57,4.92,1.42,2.69,3.81,34.13,15.5,13.1,19.8,10.9,90790,121379
"Sebastian-Vero Beach, FL Metro Area",1128,156964,6.75,4.05,3.51,0.96,0.61,1.31,31.4,17.9,12.1,13.4,5.2,57945,89886
"Sebring-Avon Park, FL Metro Area",-35,104574,7.06,3.55,2.94,0.44,0.33,0.77,28.11,21.6,8.9,8,3.1,43708,63700
"Sedalia, MO Micro Area",-231,42421,9.46,5.37,3.78,0.39,0.16,0.5,28.2,21.1,12.1,11.1,2.5,49315,65246
"Selinsgrove, PA Micro Area",-546,40452,9.58,4.74,6.73,0.66,0.76,0.39,26.49,20.9,15.9,12.7,5.2,60227,74746
"Selma, AL Micro Area",-494,38184,8.17,5.73,3.46,1.47,0.11,0.1,20.99,15,8.2,8.2,2,33317,46306
